stringsfile version 1
3793
str_no_string NO_STRING!
str_dplmc_s39_rival _{reg4?She:He}_scents_rivals_in_{s39}
str_dplmc_s41_s39_rival {s41},_{s39}
str_dplmc_s40_love_interest_s39 {s40}._Aside_from_that_{reg4?her:his}_love_interest_is_{s39}.
str_dplmc_s40_betrothed_s39 {s40}._Aside_from_that_{reg4?she:he}_is_betrothed_to_{s39}.
str_dplmc_reputation_martial It_is_said_that_{s46}_is_a_martial_person.
str_dplmc_reputation_debauched It_is_said_that_{s46}_is_a_debauched_person.
str_dplmc_reputation_pitiless It_is_said_that_{s46}_is_a_pitiless_person.
str_dplmc_reputation_calculating It_is_said_that_{s46}_is_a_calculating_person.
str_dplmc_reputation_quarrelsome It_is_said_that_{s46}_is_a_quarrelsome_person.
str_dplmc_reputation_goodnatured It_is_said_that_{s46}_is_a_good-natured_person.
str_dplmc_reputation_upstanding It_is_said_that_{s46}_is_a_upstanding_person.
str_dplmc_reputation_conventional It_is_said_that_{s46}_is_a_conventional_person.
str_dplmc_reputation_adventurous It_is_said_that_{s46}_is_a_adventurous_person.
str_dplmc_reputation_romantic It_is_said_that_{s46}_is_a_romantic_person.
str_dplmc_reputation_moralist It_is_said_that_{s46}_is_a_moralist.
str_dplmc_reputation_ambitious It_is_said_that_{s46}_is_a_ambitious_person.
str_dplmc_reputation_unknown {s46}'s_motivations_are_a_closed_book.
str_dplmc_s21__the_s5_is_bound_by_alliance_not_to_attack_the_s14s18_it_will_expire_in_reg1_days {s21}^*_The_{s5}_has_formed_an_alliance_with_the_{s14}.{s18}_It_will_degrade_into_a_defensive_pact_in_{reg1}_days.
str_dplmc_s21__the_s5_is_bound_by_defensive_not_to_attack_the_s14s18_it_will_expire_in_reg1_days {s21}^*_The_{s5}_has_agreed_to_a_defensive_pact_with_the_{s14}.{s18}_It_will_degrade_into_a_trade_agreement_in_{reg1}_days.
str_dplmc_s21__the_s5_is_bound_by_trade_not_to_attack_the_s14s18_it_will_expire_in_reg1_days {s21}^*_The_{s5}_has_agreed_to_a_trade_agreement_with_the_{s14}.{s18}_It_will_degrade_into_a_non-aggression_pact_in_{reg1}_days.
str_dplmc_small small
str_dplmc_medium medium
str_dplmc_big big
str_dplmc_elite elite
str_dplmc_very_decentralized very_decentralized
str_dplmc_quite_decentralized quite_decentralized
str_dplmc_little_decentralized a_little_decentralized
str_dplmc_neither_centralize_nor_decentralized neither_too_centralized_nor_decentralized
str_dplmc_little_centralized a_little_centralized
str_dplmc_quite_centralized quite_centralized
str_dplmc_very_centralized very_centralized
str_dplmc_very_plutocratic very_plutocratic
str_dplmc_quite_plutocratic quite_plutocratic
str_dplmc_little_plutocratic a_little_plutocratic
str_dplmc_neither_aristocratic_nor_plutocratic neither_too_aristocratic_nor_plutocratic
str_dplmc_little_aristocratic a_little_aristocratic
str_dplmc_quite_aristocratic quite_aristocratic
str_dplmc_very_aristocratic very_aristocratic
str_dplmc_all_free almost_all_free
str_dplmc_mostly_free mostly_free
str_dplmc_usually_free usually_free
str_dplmc_mixture_serfs a_mixture_of_serfs_and_freeman
str_dplmc_usually_serfs usually_serfs
str_dplmc_mostly_serfs mostly_serfs
str_dplmc_all_serfs almost_all_serfs
str_dplmc_very_quantity a_vast_number_of_soldiers
str_dplmc_great_quantity very_many_soldiers
str_dplmc_good_quantity many_soldiers
str_dplmc_mediocre_quality a_mediocre_quality
str_dplmc_good_quality a_good_quality
str_dplmc_great_quality a_great_quality
str_dplmc_very_quality a_very_high_quality
str_dplmc_s21_the_s8_declared_war_to_fulfil_pact {s21}._The_{s8}_declared_war_to_fulfil_a_pact
str_dplmc_very_laissez_faire very_laissez-faire
str_dplmc_quite_laissez_faire quite_laissez-faire
str_dplmc_little_laissez_faire a_little_laissez-faire
str_dplmc_neither_mercantilist_nor_laissez_faire neither_particularly_mercantilist_nor_entirely_laissez-faire
str_dplmc_little_mercantilist a_little_mercantilist
str_dplmc_quite_mercantilist quite_mercantilist
str_dplmc_very_mercantilist very_mercantilist
str_dplmc_how_will_your_male_vassals_be_known How_will_your_male_vassals_be_known?
str_dplmc_how_will_your_female_vassals_be_known How_will_your_female_vassals_be_known?
str_dplmc_s40_married_s39 {s40}._Aside_from_that_{reg4?she:he}_is_married_to_{s39}.
str_dplmc_fief_exchange_ask_interest Would_you_be_interested_in_exchanging_fiefs?
str_dplmc_fief_exchange_not_interested No,_I_would_not_be_interested_in_that.
str_dplmc_fief_exchange_listen This_is_somewhat_unusual_but_not_unprecendented.__I_will_listen.__Which_fief_of_mine_did_you_have_in_mind?
str_dplmc_fief_exchange_listen_player_approval This_is_somewhat_unusual,_but_since_you're_the_{king/queen}_there_is_no_one_to_object.__Which_fief_of_mine_did_you_have_in_mind?
str_dplmc_fief_exchange_listen_s10_approval This_is_somewhat_unusual,_but_unless_{s10}_objects_there_is_no_reason_we_could_not.__Which_fief_of_mine_did_you_have_in_mind?
str_dplmc_fief_exchange_listen_2 What_fief_do_you_offer_in_exchange?
str_dplmc_fief_exchange_refuse_home I_have_no_intention_of_giving_up_{s14}.
str_dplmc_fief_exchange_refuse_town I_don't_want_to_exchange_a_town_for_a_castle_or_village.
str_dplmc_fief_exchange_refuse_castle I_don't_want_to_exchange_a_castle_for_a_mere_village.
str_dplmc_fief_exchange_refuse_rich I_don't_want_to_exchange_a_richer_fief_for_one_that_much_poorer.
str_dplmc_fief_exchange_refuse_s14_attack Speak_of_this_to_me_later_when_{s14}_is_not_under_attack.
str_dplmc_fief_exchange_accept That_exchange_is_acceptable_to_me.
str_dplmc_fief_exchange_accept_reg3_denars That_exchange_is_acceptable_to_me,_if_you_are_willing_to_provide_{reg3}_denars_to_cover_my_expenses_from_the_relocation.
str_dplmc_fief_exchange_confirm It_is_settled_then.
str_dplmc_fief_exchange_confirm_reg3_denars It_is_settled_then.__Here_are_your_{reg3}_denars.
str_dplmc_your_s11_s10 Your_{s11},_{s10}
str_dplmc_reg6my_reg7spouse {reg6?M:m}y_{reg7?love:{husband/wife}}
str_dplmc_refuse_support_s43_named_s4 Support_a_{s43}_like_{s4}?__I_think_not.
str_dplmc_comment_you_enfiefed_a_commoner_supportive I_understand_that_you_have_given_{s51}_to_{s54}.__Others_may_find_this_controversial,_but_I_believe_that_{s54}_will_be_an_able_governor,_and_that_{reg4?she:he}_will_not_let_you_down.
str_dplmc_sirmadame {sir/madame}
str_dplmc_sirmadam {sir/madam}
str_dplmc_my_lordlady my_{lord/lady}
str_dplmc_your_highness your_highness
str_dplmc_grandfather grandfather
str_dplmc_grandmother grandmother
str_dplmc_grandson grandson
str_dplmc_granddaughter granddaughter
str_dplmc_half_brother half-brother
str_dplmc_half_sister half-sister
str_dplmc_sister_wife sister-wife
str_dplmc_co_husband co-husband
str_dplmc_co_spouse co-spouse
str_dplmc_friend friend
str_dplmc_ally ally
str_s54_is_deceased {s54}_is_deceased.
str_dplmc_political_explanation_original_lord In_this_case,_the_fortress_should_go_its_original_owner.
str_dplmc_s0_comma_s1 {!}{s0},_{s1}
str_dplmc_s0_and_s1 {s0}_and_{s1}
str_dplmc_s0_newline_s1 {!}{s0}^{s1}
str_0x02 1
str_0x03 2
str_0x04 3
str_0x05 4
str_0x06 5
str_0x07 6
str_0x08 7
str_0x09 8
str_0x0a 9
str_0x0b 0
str_0x1e A
str_0x30 B
str_0x2e C
str_0x20 D
str_0x12 E
str_0x21 F
str_0x22 G
str_0x23 H
str_0x17 I
str_0x24 J
str_0x25 K
str_0x26 L
str_0x32 M
str_0x31 N
str_0x18 O
str_0x19 P
str_0x10 Q
str_0x13 R
str_0x1f S
str_0x14 T
str_0x16 U
str_0x2f V
str_0x11 W
str_0x2d X
str_0x15 Y
str_0x2c Z
str_0x52 Numpad_0
str_0x4f Numpad_1
str_0x50 Numpad_2
str_0x51 Numpad_3
str_0x4b Numpad_4
str_0x4c Numpad_5
str_0x4d Numpad_6
str_0x47 Numpad_7
str_0x48 Numpad_8
str_0x49 Numpad_9
str_0x45 Num_Lock
str_0xb5 Numpad_DIV
str_0x37 Numpad_MUL
str_0x4a Numpad_MIN
str_0x4e Numpad_PLUS
str_0x9c Numpad_ENTER
str_0x53 Numpad_DEL)
str_0xd2 Insert
str_0xd3 Delete
str_0xc7 Home
str_0xcf End
str_0xc9 Page_Up
str_0xd1 Page_Down
str_0xc8 Up
str_0xd0 Down
str_0xcb Left
str_0xcd Right
str_0x3b F1
str_0x3c F2
str_0x3d F3
str_0x3e F4
str_0x3f F5
str_0x40 F6
str_0x41 F7
str_0x42 F8
str_0x43 F9
str_0x44 F10
str_0x57 F11
str_0x58 F12
str_0x39 Space_Bar
str_0x1c Enter
str_0x0f Tab
str_0x0e Backspace
str_0x1a [_
str_0x1b _]_
str_0x33 _<_
str_0x34 _>_
str_0x35 _?_
str_0x2b \
str_0x0d _=_
str_0x0c _--_
str_0x27 Semicolon
str_0x28 Apostrophe
str_0x29 Tilde
str_0x3a Caps_Lock
str_0x2a Left_Shift
str_0x36 Right_Shift
str_0x1d Left_Ctrl
str_0x9d Right_Ctrl
str_0x38 Left_Alt
str_0xb8 Right_Alt
str_0xe0 Left_Click
str_0xe1 Right_Click
str_0xe2 Mouse_Button_3
str_0xe3 Mouse_Button_4
str_0xe4 Mouse_Button_5
str_0xe5 Mouse_Button_6
str_0xe6 Mouse_Button_7
str_0xe7 Mouse_Button_8
str_0xee Scroll_Up
str_0xef Scroll_Down
str_key_no1 Camera_Forward
str_key_no2 Camera_Backward
str_key_no3 Camera_Turn_Right
str_key_no4 Camera_Turn_Left
str_key_no5 Camera_Up
str_key_no6 Camera_Down
str_key_no7 Next_BOT
str_key_no8 Prev_BOT
str_key_no9 Toggle_Camera_Mode
str_key_no10 Select_Order_7
str_key_no11 Select_Order_8
str_key_no12 Select_Order_9
str_key_no12 Select_Order_10
str_key_no13 Spear_Brace
str_key_no14 Call_Horse
str_key_no15 Toggle_Active_Weave
str_key_no16 Recover_Lost_One_Power_Item
str_tarwins_gap The_armies_of_Shienar_win_a_great_victory_over_the_Shadowspawn_at_Tarwin's_Gap._Many_believe_the_Creator_himself_lended_aid,_some_talk_of_a_duel_in_the_sky_above_the_battle.
str_falme_falls Falme_is_invaded_by_mysterious_forces,_rumoured_to_have_sailed_from_far_across_the_Aryth_Ocean.
str_falme_liberated The_Seanchan_invaders_are_pushed_back_into_the_seas._There_are_reports_that_the_Dragon_Reborn_fought_the_Dark_One_in_the_skies_over_Falme,_and_that_heroes_rose_from_the_dead_to_fight_as_his_army!
str_seanchan_retreat The_Seanchan_retreat_to_Tremalking_to_rebuild_their_attack_forces.
str_dragon_is_reborn_1 The_Stone_of_Tear_has_fallen!_Callandor_was_wielded_by_the_Dragon's_hand!
str_dragon_is_reborn_2 Rand_al'Thor_has_proclaimed_himself_the_Dragon_Reborn!
str_siuan_deposed Siuan_Sanche_has_been_deposed,_with_a_new_Amyrlin_Seat_rising_in_her_place._The_White_Tower_is_broken...
str_caracarn Rand_al'Thor_has_proclaimed_himself_Car'a'carn_of_the_Aiel,_they_have_found_He_Who_Comes_With_The_Dawn...
str_seanchan_invade_tarabon The_Seanchan_Empire_invades_Tarabon_in_a_blistering_response_to_the_loss_of_Falme.
str_rebel_aes_sedai_to_salidar In_quiet_corners,_there_are_whispers_of_an_Aes_Sedai_rebellion._The_town_of_Salidar_is_on_many_lips.
str_dragon_takes_cairhien The_Shaido_assault_on_Cairhien_was_repelled_and_the_Dragon_Reborn_claims_the_city.
str_dragon_takes_caemlyn Rand_al'Thor_battles_Rahvin_in_Caemlyn_and_liberates_the_city_from_the_self-proclaimed_'Lord_Gaebril'.
str_rebel_aes_sedai_raise_egwene_to_amyrlin The_rebel_Aes_Sedai_in_Salidar_raise_Egwene_al'Vere_to_Amyrlin_Seat.
str_seanchan_invade_amadicia The_Seanchan_Empire_invades_Amadicia.
str_seanchan_invade_altara The_Seanchan_Empire_invades_Altara.
str_dragon_takes_illian Rand_al'Thor_battles_Sammael_in_Shadar_Logoth_and_liberates_the_city_of_Illian.
str_queen_alliandra_swears_fealty Queen_Alliandre_of_Ghealdan_swears_fealty_to_Lord_Perrin_Aybara_of_the_Two_Rivers.
str_elayne_claims_andor_throne Elayne_Trakand_places_her_claim_to_the_Lion_Throne_of_Andor.
str_dragon_takes_arad_doman Rand_al'Thor_works_to_bring_peace_to_the_cities_of_Arad_Doman.
str_dragon_prepares_for_last_battle The_Dragon_Reborn_begins_preparing_the_lands_for_the_Last_Battle.
str_egwene_unites_white_tower Egwene_al'Vere_unites_both_Aes_Sedai_factions_and_begins_rebuilding_the_White_Tower_as_the_new_Amyrlin_Seat.
str_last_battle_near Trollocs_are_seen_in_great_number_all_along_the_Blight_border._Food_is_spoiling_in_storage_and_tales_of_the_Shadow's_curses_causing_misfortune_and_death_are_on_every_man's_lips.
str_last_battle_begins Shadowspawn_armies_pour_from_the_Blight_and_smash_the_Borderlands._Betrayal_and_paranoia_is_everywhere...__The_Last_Battle_has_begun!!
str_channeling_proficiency_increases Your_channeling_proficiency_increases_due_to_use_in_battle...
str_weave_1 Preparing_Air_Blast_Weave...
str_weave_2 Preparing_Freeze_Blast_Weave...
str_weave_3 Preparing_Heal_Weave...
str_weave_4 Preparing_Fire_Ball_Weave...
str_weave_5 Preparing_Unravel_Weave...
str_weave_6 Preparing_Defensive_Blast_Weave...
str_weave_7 Preparing_Ranged_Earth_Blast_Weave...
str_weave_8 Preparing_Bind_Weave...
str_weave_9 Preparing_Chain_Lightning_Weave...
str_weave_10 Preparing_Fire_Curtain_Weave...
str_weave_11 Preparing_Shield_Weave...
str_weave_12 Preparing_Seeker_Weave...
str_weave_13 Preparing_Compulsion_Weave...
str_weave_14 Preparing_Balefire_Weave...
str_almost_out_of_ammo You_are_almost_out_of_channeling_ammo!_Hit_the_'Inventory'_key,_and_then_click_'Return'_for_more...
str_welcome_to_randland 'The_Wheel_of_Time_turns,_and_Ages_come_and_pass,_leaving_memories_that_become_legend._Legend_fades_to_myth,_and_even_myth_is_long_forgotten_when_the_Age_that_gave_it_birth_comes_again._In_one_Age,_called_the_Third_Age_by_some,_an_Age_yet_to_come,_an_Age_long_past,_a_wind_rose_in_the_Mountains_of_Mist._The_wind_was_not_the_beginning._There_are_neither_beginnings_nor_endings_to_the_turning_of_the_Wheel_of_Time._But_it_was_a_beginning.'__-_Robert_Jordan,_The_Eye_of_the_World
str_channeling_help Hold_'Caps_Lock'_while_in_battle_to_change_your_active_weave._If_you_ever_realize_that_you_lost_your_One_Power_item,_click_the_'Z'_key_and_it_will_reappear_in_your_inventory.
str_learn_weave You_have_learned_a_new_weave.
str_learn_weave_1 The_One_Power..._What_started_as_a_fearful_searching_during_your_youth_has_become_a_quest_for_knowledge_and_a_source_of_strength._You_have_found_that_practice_is_the_best_teacher._In_the_journey_ahead,_you_must_decide_whether_to_use_the_Creator's_gift_for_good_or_evil:_The_first_weave_you_learn_is_Air_Blast._Use_it_to_push_enemies_who_attack_you_from_the_front._Minimal_damage_inflicted...
str_learn_weave_2 Through_exploration,_you_learn_that_you_can_not_only_control_air,_but_it's_temperature_as_well._Learn_Freeze_Weave._Chill_all_nearby_people_to_the_bone,_slowing_their_movement_speed._No_damage_inflicted...
str_learn_weave_3 At_last,_you_have_found_a_constructive_use_for_your_new_abilities._You_learn_the_Heal_Weave._This_restores_some_health_to_your_closest_injured_ally...
str_learn_weave_4 Fire,_important_since_the_beginning_of_the_Age_to_the_birth_of_civilization..._but_also_a_powerful_weapon._Learn_Fire_Ball_Weave._Create_a_violent_stream_of_fire_that_burns_all_in_it's_path.__Friend_and_foe_alike_will_have_a_hard_time_extinguishing_the_flames...
str_learn_weave_5 Over_time,_you_realize_that_some_actions_need_to_be_corrected._Learn_Unravel_Weave._Undo_the_effects_of_weaves_made_by_the_enemy._But_beware,_stronger_enemies_are_harder_to_counter...
str_learn_weave_6 Once,_when_surrounded_by_foes,_you_discovered_that_you_didn't_like_being_boxed_in._Learn_Defensive_Blast_Weave._Push_all_nearby_troops_far_away._Inflict_moderate_damage...
str_learn_weave_7 With_a_little_adaption,_you_realize_that_the_defensive_blast_could_create_chaos_at_range._Learn_Ranged_Earth_Blast_Weave._Create_an_explosion_at_the_location_of_your_choosing._Scatter_nearby_troops._Inflict_moderate_damage...
str_learn_weave_8 As_you_became_stronger,_you_found_that_you_could_move_objects_with_the_Power,_or_keep_enemies_from_moving._Learn_Bind_Weave._Capture_nearby_enemies_in_flows_of_Air._Even_nearby_explosions_will_not_shift_them...
str_learn_weave_9 Watching_weather_was_always_enjoyable,_but_when_you_learned_that_the_storm_was_yours_to_command..._Learn_Chain_Lightening_Weave._Pass_a_bolt_of_lightning_through_up_to_eight_troops._Inflict_high_damage...
str_learn_weave_10 You_may_not_be_strong_enough_to_hold_all_your_enemies_where_you_want_them,_but_you_can_make_reaching_you_very_painful._Learn_Fire_Curtain_Weave._Create_a_wall_of_fire_that_burns_all_it_touches._Inflict_moderate_damage...
str_learn_weave_11 The_first_time_you_faced_an_enemy_channeler,_you_were_playing_defense._But_now,_you_have_learned_that_the_best_way_to_defeat_a_channeler_is_to_make_them..._normal._Learn_Shield_Weave._Create_a_barrier_between_a_channeler_and_the_True_Source._Very_difficult_if_the_enemy_is_stronger._Very_permanent_if_the_enemy_is_weaker...
str_learn_weave_12 Projectiles_are_great_but_sometimes_you_encounter_an_enemy_who_has_the_Dark_One's_luck._When_that_happens,_take_luck_out_of_the_equation._Learn_Seeker_Weave._Create_a_ball_of_energy_that_follows_targets_until_the_end._Inflict_catastrophic_damage...
str_learn_weave_13 Some_enemies_would_make_good_allies._Whether_they_want_to_join_you_is_besides_the_point..._Learn_Compulsion_Weave._'Persuade'_enemies_to_join_your_cause...
str_learn_weave_14 Some_things_are_not_meant_for_mortal_men._Some_things_are_so_dangerous_that_even_the_Shadow_fears_them._Will_you_follow_reason?_Or_risk_the_Pattern_itself?_Learn_Balefire_Weave._Rip_souls_from_the_Pattern._Resurrect_the_dead...
